det(intake-3, The-1)
root(ROOT-0, shown-16)
mark(increase-18, to-17)
xcomp(shown-16, increase-18)
det(half-21, the-19)
compound(half-21, plasma-20)
dobj(increase-18, half-21)
punct(half-21, --22)
dep(half-21, life-23)
case(dyphylline-25, of-24)
nmod(life-23, dyphylline-25)
punct(shown-16, .-26)

amod(data-3, Few-1)
amod(data-3, systemic-2)
nsubjpass(collected-6, data-3)
aux(collected-6, have-4)
auxpass(collected-6, been-5)
root(ROOT-0, collected-6)
case(metabolism-9, on-7)
det(metabolism-9, the-8)
nmod(collected-6, metabolism-9)
case(WELLBUTRIN-11, of-10)
nmod(metabolism-9, WELLBUTRIN-11)
case(administration-14, following-12)
amod(administration-14, concomitant-13)
nmod(collected-6, administration-14)
case(drugs-17, with-15)
amod(drugs-17, other-16)
nmod(administration-14, drugs-17)
cc(administration-14, or-18)
punct(administration-14, ,-19)
advmod(administration-14, alternatively-20)
punct(administration-14, ,-21)
det(effect-23, the-22)
appos(administration-14, effect-23)
case(administration-26, of-24)
amod(administration-26, concomitant-25)
nmod(effect-23, administration-26)
case(WELLBUTRIN-28, of-27)
nmod(administration-26, WELLBUTRIN-28)
case(metabolism-31, on-29)
det(metabolism-31, the-30)
nmod(effect-23, metabolism-31)
case(drugs-34, of-32)
amod(drugs-34, other-33)
nmod(metabolism-31, drugs-34)
punct(collected-6, .-35)

mark(metabolized-5, Because-1)
nsubjpass(metabolized-5, bupropion-2)
auxpass(metabolized-5, is-3)
advmod(metabolized-5, extensively-4)
advcl(affect-13, metabolized-5)
punct(affect-13, ,-6)
det(coadministration-8, the-7)
nsubj(affect-13, coadministration-8)
case(drugs-11, of-9)
amod(drugs-11, other-10)
nmod(coadministration-8, drugs-11)
aux(affect-13, may-12)
root(ROOT-0, affect-13)
nmod:poss(activity-16, its-14)
amod(activity-16, clinical-15)
dobj(affect-13, activity-16)
punct(affect-13, .-17)

amod(studies-3, In-1)
dep(In-1, vitro-2)
nsubj(indicate-4, studies-3)
root(ROOT-0, indicate-4)
mark(metabolized-9, that-5)
nsubjpass(metabolized-9, bupropion-6)
auxpass(metabolized-9, is-7)
advmod(metabolized-9, primarily-8)
ccomp(indicate-4, metabolized-9)
case(hydroxybupropion-11, to-10)
nmod(metabolized-9, hydroxybupropion-11)
case(isoenzyme-15, by-12)
det(isoenzyme-15, the-13)
compound(isoenzyme-15, CYP2B6-14)
nmod(metabolized-9, isoenzyme-15)
punct(indicate-4, .-16)

advmod(exists-5, Therefore-1)
punct(exists-5, ,-2)
det(potential-4, the-3)
nsubj(exists-5, potential-4)
root(ROOT-0, exists-5)
case(interaction-9, for-6)
det(interaction-9, a-7)
compound(interaction-9, drug-8)
nmod(exists-5, interaction-9)
case(WELLBUTRIN-11, between-10)
nmod(interaction-9, WELLBUTRIN-11)
cc(WELLBUTRIN-11, and-12)
conj(WELLBUTRIN-11, drugs-13)
nsubj(affect-15, that-14)
acl:relcl(interaction-9, affect-15)
det(isoenzyme-18, the-16)
compound(isoenzyme-18, CYP2B6-17)
dobj(affect-15, isoenzyme-18)
punct(e-20, -LRB--19)
dep(isoenzyme-18, e-20)
punct(exists-5, .-21)

root(ROOT-0, g-1)
punct(g-1, .-2)

root(ROOT-0, ,-1)
root(,-1, orphenadrine-2)
cc(orphenadrine-2, and-3)
conj(orphenadrine-2, cyclophosphamide-4)
punct(orphenadrine-2, -RRB--5)
punct(orphenadrine-2, .-6)

det(metabolite-3, The-1)
compound(metabolite-3, threohydrobupropion-2)
nsubj(appear-8, metabolite-3)
case(bupropion-5, of-4)
nmod(metabolite-3, bupropion-5)
aux(appear-8, does-6)
neg(appear-8, not-7)
root(ROOT-0, appear-8)
mark(produced-11, to-9)
auxpass(produced-11, be-10)
xcomp(appear-8, produced-11)
case(isoenzymes-16, by-12)
det(isoenzymes-16, the-13)
compound(isoenzymes-16, cytochrome-14)
compound(isoenzymes-16, P450-15)
nmod(produced-11, isoenzymes-16)
punct(appear-8, .-17)

det(effects-2, The-1)
nsubjpass(studied-18, effects-2)
case(administration-5, of-3)
amod(administration-5, concomitant-4)
nmod(effects-2, administration-5)
case(cimetidine-7, of-6)
nmod(administration-5, cimetidine-7)
case(pharmacokinetics-10, on-8)
det(pharmacokinetics-10, the-9)
nmod(effects-2, pharmacokinetics-10)
case(bupropion-12, of-11)
nmod(pharmacokinetics-10, bupropion-12)
cc(bupropion-12, and-13)
nmod:poss(metabolites-16, its-14)
amod(metabolites-16, active-15)
conj(bupropion-12, metabolites-16)
auxpass(studied-18, were-17)
root(ROOT-0, studied-18)
case(volunteers-24, in-19)
nummod(volunteers-24, 24-20)
amod(volunteers-24, healthy-21)
amod(volunteers-24, young-22)
amod(volunteers-24, male-23)
nmod(studied-18, volunteers-24)
punct(studied-18, .-25)

case(administration-3, Following-1)
amod(administration-3, oral-2)
root(ROOT-0, administration-3)
case(tablets-12, of-4)
nummod(tablets-12, two-5)
dep(sustained-9, 150-6)
punct(sustained-9, --7)
nsubj(sustained-9, mg-8)
dep(tablets-12, sustained-9)
punct(sustained-9, --10)
compound(tablets-12, release-11)
nmod(administration-3, tablets-12)
mark(unaffected-28, with-13)
cc(unaffected-28, and-14)
case(mg-17, without-15)
nummod(mg-17, 800-16)
nmod(unaffected-28, mg-17)
case(cimetidine-19, of-18)
nmod(mg-17, cimetidine-19)
punct(unaffected-28, ,-20)
det(pharmacokinetics-22, the-21)
nsubj(unaffected-28, pharmacokinetics-22)
case(bupropion-24, of-23)
nmod(pharmacokinetics-22, bupropion-24)
cc(bupropion-24, and-25)
conj(bupropion-24, hydroxybupropion-26)
cop(unaffected-28, were-27)
acl(administration-3, unaffected-28)
punct(administration-3, .-29)

advmod(were-4, However-1)
punct(were-4, ,-2)
expl(were-4, there-3)
root(ROOT-0, were-4)
nummod(%-6, 16-5)
nsubj(were-4, %-6)
cc(%-6, and-7)
compound(%-9, 32-8)
conj(%-6, %-9)
dep(%-6, increases-10)
case(AUC-13, in-11)
det(AUC-13, the-12)
nmod(%-6, AUC-13)
cc(AUC-13, and-14)
conj(AUC-13, Cmax-15)
punct(%-6, ,-16)
advmod(%-6, respectively-17)
punct(%-6, ,-18)
case(moieties-22, of-19)
det(moieties-22, the-20)
amod(moieties-22, combined-21)
nmod(%-6, moieties-22)
case(threohydrobupropion-24, of-23)
nmod(moieties-22, threohydrobupropion-24)
cc(threohydrobupropion-24, and-25)
conj(threohydrobupropion-24, erythrohydrobupropion-26)
punct(were-4, .-27)

mark(studied-4, While-1)
neg(studied-4, not-2)
advmod(studied-4, systematically-3)
advcl(induce-9, studied-4)
punct(induce-9, ,-5)
amod(drugs-7, certain-6)
nsubj(induce-9, drugs-7)
aux(induce-9, may-8)
root(ROOT-0, induce-9)
det(metabolism-11, the-10)
dobj(induce-9, metabolism-11)
case(bupropion-13, of-12)
nmod(metabolism-11, bupropion-13)
punct(e-15, -LRB--14)
appos(bupropion-13, e-15)
punct(e-15, .-16)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(phenytoin-6, ,-1)
dep(phenytoin-6, carbamazepine-2)
punct(phenytoin-6, ,-3)
dep(phenytoin-6, phenobarbital-4)
punct(phenytoin-6, ,-5)
root(ROOT-0, phenytoin-6)
punct(phenytoin-6, -RRB--7)
punct(phenytoin-6, .-8)

compound(data-2, Animal-1)
nsubj(indicated-3, data-2)
root(ROOT-0, indicated-3)
mark(inducer-9, that-4)
nsubj(inducer-9, bupropion-5)
aux(inducer-9, may-6)
cop(inducer-9, be-7)
det(inducer-9, an-8)
ccomp(indicated-3, inducer-9)
case(drug-11, of-10)
nmod(inducer-9, drug-11)
punct(inducer-9, --12)
amod(enzymes-14, metabolizing-13)
dep(inducer-9, enzymes-14)
case(humans-16, in-15)
nmod(enzymes-14, humans-16)
punct(indicated-3, .-17)

case(study-3, In-1)
nummod(study-3, one-2)
nmod(was-26, study-3)
punct(was-26, ,-4)
case(administration-7, following-5)
amod(administration-7, chronic-6)
nmod(was-26, administration-7)
case(bupropion-9, of-8)
nmod(administration-7, bupropion-9)
punct(was-26, ,-10)
nummod(mg-12, 100-11)
dep(was-26, mg-12)
compound(times-14, 3-13)
nmod:npmod(mg-12, times-14)
advmod(times-14, daily-15)
case(volunteers-20, to-16)
nummod(volunteers-20, 8-17)
amod(volunteers-20, healthy-18)
amod(volunteers-20, male-19)
nmod(mg-12, volunteers-20)
case(days-23, for-21)
nummod(days-23, 14-22)
nmod(mg-12, days-23)
punct(was-26, ,-24)
expl(was-26, there-25)
root(ROOT-0, was-26)
neg(evidence-28, no-27)
nsubj(was-26, evidence-28)
case(induction-30, of-29)
nmod(evidence-28, induction-30)
case(metabolism-34, of-31)
nmod:poss(metabolism-34, its-32)
amod(metabolism-34, own-33)
nmod(induction-30, metabolism-34)
punct(was-26, .-35)

advmod(potential-7, Nevertheless-1)
punct(potential-7, ,-2)
expl(potential-7, there-3)
aux(potential-7, may-4)
cop(potential-7, be-5)
det(potential-7, the-6)
root(ROOT-0, potential-7)
case(alterations-11, for-8)
advmod(important-10, clinically-9)
amod(alterations-11, important-10)
nmod(potential-7, alterations-11)
case(levels-14, of-12)
compound(levels-14, blood-13)
nmod(alterations-11, levels-14)
case(drugs-17, of-15)
amod(drugs-17, coadministered-16)
nmod(levels-14, drugs-17)
punct(potential-7, .-18)

root(ROOT-0, Drugs-1)
acl(Drugs-1, Metabolized-2)
case(P450IID6-5, by-3)
compound(P450IID6-5, Cytochrome-4)
nmod(Metabolized-2, P450IID6-5)
punct(CYP2D6-7, -LRB--6)
appos(P450IID6-5, CYP2D6-7)
punct(CYP2D6-7, -RRB--8)
punct(Drugs-1, :-9)
amod(drugs-11, Many-10)
nsubjpass(metabolized-32, drugs-11)
punct(drugs-11, ,-12)
case(antidepressants-15, including-13)
amod(antidepressants-15, most-14)
nmod(drugs-11, antidepressants-15)
punct(SSRIs-17, -LRB--16)
dep(antidepressants-15, SSRIs-17)
punct(SSRIs-17, ,-18)
amod(tricyclics-20, many-19)
appos(SSRIs-17, tricyclics-20)
punct(SSRIs-17, -RRB--21)
punct(antidepressants-15, ,-22)
compound(blockers-25, beta-23)
punct(blockers-25, --24)
conj(antidepressants-15, blockers-25)
punct(antidepressants-15, ,-26)
conj(antidepressants-15, antiarrhythmics-27)
punct(antidepressants-15, ,-28)
cc(antidepressants-15, and-29)
conj(antidepressants-15, antipsychotics-30)
auxpass(metabolized-32, are-31)
dep(Drugs-1, metabolized-32)
case(isoenzyme-36, by-33)
det(isoenzyme-36, the-34)
compound(isoenzyme-36, CYP2D6-35)
nmod(metabolized-32, isoenzyme-36)
punct(Drugs-1, .-37)

mark(metabolized-5, Although-1)
nsubjpass(metabolized-5, bupropion-2)
auxpass(metabolized-5, is-3)
neg(metabolized-5, not-4)
advcl(inhibitors-14, metabolized-5)
case(isoenzyme-8, by-6)
det(isoenzyme-8, this-7)
nmod(metabolized-5, isoenzyme-8)
punct(inhibitors-14, ,-9)
nsubj(inhibitors-14, bupropion-10)
cc(bupropion-10, and-11)
conj(bupropion-10, hydroxybupropion-12)
cop(inhibitors-14, are-13)
root(ROOT-0, inhibitors-14)
case(isoenzyme-18, of-15)
det(isoenzyme-18, the-16)
compound(isoenzyme-18, CYP2D6-17)
nmod(inhibitors-14, isoenzyme-18)
compound(vitro-20, in-19)
advmod(inhibitors-14, vitro-20)
punct(inhibitors-14, .-21)

case(study-3, In-1)
det(study-3, a-2)
nmod(increased-43, study-3)
case(subjects-7, of-4)
nummod(subjects-7, 15-5)
amod(subjects-7, male-6)
nmod(study-3, subjects-7)
punct(ages-9, -LRB--8)
appos(subjects-7, ages-9)
compound(35-12, 19-10)
dep(35-12, to-11)
nummod(years-13, 35-12)
nmod:tmod(ages-9, years-13)
punct(ages-9, -RRB--14)
nsubj(metabolizers-18, who-15)
cop(metabolizers-18, were-16)
amod(metabolizers-18, extensive-17)
acl:relcl(subjects-7, metabolizers-18)
case(isoenzyme-22, of-19)
det(isoenzyme-22, the-20)
compound(isoenzyme-22, CYP2D6-21)
nmod(metabolizers-18, isoenzyme-22)
punct(isoenzyme-22, ,-23)
amod(doses-25, daily-24)
appos(isoenzyme-22, doses-25)
case(bupropion-27, of-26)
nmod(doses-25, bupropion-27)
acl(doses-25, given-28)
case(mg-31, as-29)
nummod(mg-31, 150-30)
nmod(given-28, mg-31)
advmod(daily-33, twice-32)
advmod(followed-34, daily-33)
dep(given-28, followed-34)
case(dose-38, by-35)
det(dose-38, a-36)
amod(dose-38, single-37)
nmod(followed-34, dose-38)
case(desipramine-42, of-39)
compound(mg-41, 50-40)
amod(desipramine-42, mg-41)
nmod(dose-38, desipramine-42)
root(ROOT-0, increased-43)
det(Cmax-45, the-44)
dobj(increased-43, Cmax-45)
punct(Cmax-45, ,-46)
conj(Cmax-45, AUC-47)
punct(Cmax-45, ,-48)
cc(Cmax-45, and-49)
conj(Cmax-45, t1-50)
punct(t1-50, /-51)
nummod(t1-50, 2-52)
case(desipramine-54, of-53)
nmod(t1-50, desipramine-54)
case(average-57, by-55)
det(average-57, an-56)
nmod(increased-43, average-57)
case(2-60, of-58)
advmod(2-60, approximately-59)
nmod(average-57, 2-60)
punct(increased-43, --61)
punct(increased-43, ,-62)
dep(increased-43, 5-63)
punct(5-63, --64)
cc(5-63, and-65)
dep(fold-68, 2-66)
punct(fold-68, --67)
conj(5-63, fold-68)
punct(fold-68, ,-69)
advmod(fold-68, respectively-70)
punct(increased-43, .-71)

det(effect-2, The-1)
nsubj(present-4, effect-2)
cop(present-4, was-3)
root(ROOT-0, present-4)
case(days-9, for-5)
case(least-7, at-6)
nmod:npmod(7-8, least-7)
nummod(days-9, 7-8)
nmod(present-4, days-9)
case(dose-13, after-10)
det(dose-13, the-11)
amod(dose-13, last-12)
nmod(days-9, dose-13)
case(bupropion-15, of-14)
nmod(dose-13, bupropion-15)
punct(present-4, .-16)

amod(use-2, Concomitant-1)
nsubjpass(studied-15, use-2)
case(bupropion-4, of-3)
nmod(use-2, bupropion-4)
case(drugs-7, with-5)
amod(drugs-7, other-6)
nmod(use-2, drugs-7)
acl(drugs-7, metabolized-8)
case(CYP2D6-10, by-9)
nmod(metabolized-8, CYP2D6-10)
aux(studied-15, has-11)
neg(studied-15, not-12)
auxpass(studied-15, been-13)
advmod(studied-15, formally-14)
root(ROOT-0, studied-15)
punct(studied-15, .-16)

root(ROOT-0, Therefore-1)
punct(Therefore-1, ,-2)
compound(administration-5, co-3)
punct(administration-5, --4)
root(,-2, administration-5)
case(bupropion-7, of-6)
nmod(administration-5, bupropion-7)
case(drugs-9, with-8)
nmod(administration-5, drugs-9)
nsubjpass(metabolized-12, that-10)
auxpass(metabolized-12, are-11)
acl:relcl(drugs-9, metabolized-12)
case(isoenzyme-15, by-13)
compound(isoenzyme-15, CYP2D6-14)
nmod(metabolized-12, isoenzyme-15)
case(antidepressants-18, including-16)
amod(antidepressants-18, certain-17)
nmod(isoenzyme-15, antidepressants-18)
punct(e-20, -LRB--19)
appos(antidepressants-18, e-20)
punct(e-20, .-21)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(e-17, ,-1)
dep(e-17, nortriptyline-2)
punct(e-17, ,-3)
dep(e-17, imipramine-4)
punct(e-17, ,-5)
dep(e-17, desipramine-6)
punct(e-17, ,-7)
dep(e-17, paroxetine-8)
punct(paroxetine-8, ,-9)
conj(paroxetine-8, fluoxetine-10)
punct(paroxetine-8, ,-11)
conj(paroxetine-8, sertraline-12)
punct(paroxetine-8, -RRB--13)
punct(e-17, ,-14)
dep(e-17, antipsychotics-15)
punct(e-17, -LRB--16)
root(ROOT-0, e-17)
punct(e-17, .-18)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(thioridazine-6, ,-1)
dep(thioridazine-6, haloperidol-2)
punct(thioridazine-6, ,-3)
dep(thioridazine-6, risperidone-4)
punct(thioridazine-6, ,-5)
root(ROOT-0, thioridazine-6)
punct(thioridazine-6, -RRB--7)
punct(thioridazine-6, ,-8)
compound(blockers-11, beta-9)
punct(blockers-11, --10)
appos(thioridazine-6, blockers-11)
punct(e-13, -LRB--12)
appos(blockers-11, e-13)
punct(e-13, .-14)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(metoprolol-2, ,-1)
root(ROOT-0, metoprolol-2)
punct(metoprolol-2, -RRB--3)
punct(metoprolol-2, ,-4)
cc(metoprolol-2, and-5)
compound(antiarrhythmics-8, Type-6)
compound(antiarrhythmics-8, 1C-7)
conj(metoprolol-2, antiarrhythmics-8)
punct(e-10, -LRB--9)
appos(antiarrhythmics-8, e-10)
punct(e-10, .-11)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(flecainide-4, ,-1)
dep(flecainide-4, propafenone-2)
punct(flecainide-4, ,-3)
dep(approached-9, flecainide-4)
punct(flecainide-4, -RRB--5)
punct(flecainide-4, ,-6)
aux(approached-9, should-7)
auxpass(approached-9, be-8)
root(ROOT-0, approached-9)
case(caution-11, with-10)
nmod(approached-9, caution-11)
cc(approached-9, and-12)
aux(initiated-15, should-13)
auxpass(initiated-15, be-14)
conj(approached-9, initiated-15)
case(end-19, at-16)
det(end-19, the-17)
amod(end-19, lower-18)
nmod(initiated-15, end-19)
case(range-23, of-20)
det(range-23, the-21)
compound(range-23, dose-22)
nmod(end-19, range-23)
case(medication-27, of-24)
det(medication-27, the-25)
amod(medication-27, concomitant-26)
nmod(range-23, medication-27)
punct(approached-9, .-28)

mark(added-4, If-1)
nsubjpass(added-4, bupropion-2)
auxpass(added-4, is-3)
advcl(considered-32, added-4)
case(regimen-8, to-5)
det(regimen-8, the-6)
compound(regimen-8, treatment-7)
nmod(added-4, regimen-8)
case(patient-11, of-9)
det(patient-11, a-10)
nmod(regimen-8, patient-11)
advmod(receiving-13, already-12)
acl(patient-11, receiving-13)
det(drug-15, a-14)
dobj(receiving-13, drug-15)
acl(drug-15, metabolized-16)
case(CYP2D6-18, by-17)
nmod(metabolized-16, CYP2D6-18)
punct(considered-32, ,-19)
det(need-21, the-20)
nsubjpass(considered-32, need-21)
mark(decrease-23, to-22)
acl(need-21, decrease-23)
det(dose-25, the-24)
dobj(decrease-23, dose-25)
case(medication-29, of-26)
det(medication-29, the-27)
amod(medication-29, original-28)
nmod(dose-25, medication-29)
aux(considered-32, should-30)
auxpass(considered-32, be-31)
root(ROOT-0, considered-32)
punct(considered-32, ,-33)
advmod(medications-38, particularly-34)
case(medications-38, for-35)
det(medications-38, those-36)
amod(medications-38, concomitant-37)
nmod(considered-32, medications-38)
case(index-43, with-39)
det(index-43, a-40)
amod(index-43, narrow-41)
amod(index-43, therapeutic-42)
nmod(medications-38, index-43)
punct(considered-32, .-44)

compound(Inhibitors-2, MAO-1)
root(ROOT-0, Inhibitors-2)
punct(Inhibitors-2, :-3)
nsubj(demonstrate-7, Studies-4)
case(animals-6, in-5)
nmod(Studies-4, animals-6)
appos(Inhibitors-2, demonstrate-7)
mark(enhanced-15, that-8)
det(toxicity-11, the-9)
amod(toxicity-11, acute-10)
nsubjpass(enhanced-15, toxicity-11)
case(bupropion-13, of-12)
nmod(toxicity-11, bupropion-13)
auxpass(enhanced-15, is-14)
ccomp(demonstrate-7, enhanced-15)
case(phenelzine-20, by-16)
det(phenelzine-20, the-17)
compound(phenelzine-20, MAO-18)
compound(phenelzine-20, inhibitor-19)
nmod(enhanced-15, phenelzine-20)
punct(Inhibitors-2, .-21)

root(ROOT-0, Levodopa-1)
cc(Levodopa-1, and-2)
conj(Levodopa-1, Amantadine-3)
punct(Levodopa-1, :-4)
amod(data-7, Limited-5)
amod(data-7, clinical-6)
nsubj(suggest-8, data-7)
dep(Levodopa-1, suggest-8)
det(incidence-11, a-9)
amod(incidence-11, higher-10)
dobj(suggest-8, incidence-11)
case(experiences-14, of-12)
amod(experiences-14, adverse-13)
nmod(incidence-11, experiences-14)
case(patients-16, in-15)
nmod(experiences-14, patients-16)
acl(patients-16, receiving-17)
dobj(receiving-17, bupropion-18)
advmod(levodopa-22, concurrently-19)
case(levodopa-22, with-20)
cc:preconj(levodopa-22, either-21)
nmod(incidence-11, levodopa-22)
cc(levodopa-22, or-23)
conj(levodopa-22, amantadine-24)
punct(Levodopa-1, .-25)

nsubjpass(undertaken-15, Administration-1)
case(Tablets-4, of-2)
compound(Tablets-4, WELLBUTRIN-3)
nmod(Administration-1, Tablets-4)
case(patients-6, to-5)
nmod(Administration-1, patients-6)
acl(patients-6, receiving-7)
cc:preconj(levodopa-9, either-8)
dobj(receiving-7, levodopa-9)
cc(levodopa-9, or-10)
conj(levodopa-9, amantadine-11)
advmod(undertaken-15, concurrently-12)
aux(undertaken-15, should-13)
auxpass(undertaken-15, be-14)
root(ROOT-0, undertaken-15)
case(caution-17, with-16)
nmod(undertaken-15, caution-17)
punct(undertaken-15, ,-18)
xcomp(undertaken-15, using-19)
amod(doses-22, small-20)
amod(doses-22, initial-21)
dobj(using-19, doses-22)
cc(doses-22, and-23)
amod(increases-27, small-24)
amod(increases-27, gradual-25)
compound(increases-27, dose-26)
conj(doses-22, increases-27)
punct(undertaken-15, .-28)

root(ROOT-0, Drugs-1)
dep(Drugs-1, that-2)
amod(Threshold-5, Lower-3)
compound(Threshold-5, Seizure-4)
root(that-2, Threshold-5)
punct(Threshold-5, :-6)
amod(administration-8, Concurrent-7)
dep(Threshold-5, administration-8)
case(WELLBUTRIN-10, of-9)
nmod(administration-8, WELLBUTRIN-10)
cc(WELLBUTRIN-10, and-11)
conj(WELLBUTRIN-10, agents-12)
punct(e-14, -LRB--13)
appos(administration-8, e-14)
punct(e-14, .-15)

root(ROOT-0, g-1)
punct(g-1, .-2)

root(ROOT-0, ,-1)
root(,-1, antipsychotics-2)
punct(antipsychotics-2, ,-3)
amod(antidepressants-5, other-4)
conj(antipsychotics-2, antidepressants-5)
punct(antipsychotics-2, ,-6)
conj(antipsychotics-2, theophylline-7)
punct(antipsychotics-2, ,-8)
amod(steroids-10, systemic-9)
conj(antipsychotics-2, steroids-10)
punct(antipsychotics-2, ,-11)
conj(antipsychotics-2, etc-12)
punct(antipsychotics-2, .-13)
punct(antipsychotics-2, -RRB--14)

det(threshold-4, that-1)
amod(threshold-4, lower-2)
compound(threshold-4, seizure-3)
nsubjpass(undertaken-7, threshold-4)
aux(undertaken-7, should-5)
auxpass(undertaken-7, be-6)
root(ROOT-0, undertaken-7)
advmod(caution-11, only-8)
case(caution-11, with-9)
amod(caution-11, extreme-10)
nmod(undertaken-7, caution-11)
punct(undertaken-7, .-12)

amod(dosing-3, Low-1)
amod(dosing-3, initial-2)
nsubjpass(employed-11, dosing-3)
cc(dosing-3, and-4)
amod(increases-8, small-5)
amod(increases-8, gradual-6)
compound(increases-8, dose-7)
conj(dosing-3, increases-8)
aux(employed-11, should-9)
auxpass(employed-11, be-10)
root(ROOT-0, employed-11)
punct(employed-11, .-12)

compound(System-3, Nicotine-1)
amod(System-3, Transdermal-2)
root(ROOT-0, System-3)
